0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,-0.076409444,-0.37839317,-0.23677106,-0.67920214,-0.42207888,-0.83901167,-0.49450865,-1.0,-0.49761593,-0.6139145,-0.68636924,-0.65766585,-0.56324077,-0.6343701,-0.4455184,-0.59877545,-0.55637103,-0.3880911,-0.6940633,-0.46429202,-0.5844245,-0.44645134,-0.4906803,-0.40647054,-0.58103454,-0.16465272,-0.6724038,-0.25053763,-0.5831553,-0.23560604,-0.49751312,-0.19536194,-0.5831857,0.05077122,-0.6463603,-0.050105855,-0.56473583,-0.044530906,-0.5012999,-0.013129284
0.0,0.0,-0.0814696,-0.3238422,-0.20435247,-0.5868888,-0.26120204,-0.8200938,-0.26388732,-1.0,-0.46550435,-0.57126296,-0.6691791,-0.5393741,-0.58856875,-0.4615669,-0.47734645,-0.44614846,-0.51506627,-0.3691404,-0.6605554,-0.324605,-0.57903516,-0.26078612,-0.4840774,-0.25052467,-0.53220373,-0.15537922,-0.61345977,-0.12174576,-0.5423153,-0.078603655,-0.45472914,-0.06349293,-0.5268738,0.04439666,-0.5738777,0.075752124,-0.49614823,0.11042275,-0.42203188,0.12333516
0.0,0.0,0.09323208,-0.30514896,0.120471776,-0.581822,0.1668126,-0.8330405,0.2598046,-1.0,-0.10599021,-0.75041366,-0.28825074,-0.8122102,-0.2514167,-0.70072126,-0.17824675,-0.6381499,-0.22379251,-0.62038803,-0.3549691,-0.6745885,-0.31048876,-0.57945716,-0.24316229,-0.5150461,-0.31709135,-0.4613828,-0.38371435,-0.5098316,-0.34665602,-0.43784252,-0.2912822,-0.3795311,-0.38881627,-0.3102399,-0.4211966,-0.37139824,-0.37669954,-0.2986422,-0.32870704,-0.24419256
0.0,0.0,0.078605376,-0.30332726,0.09223507,-0.58215,0.13407661,-0.83213246,0.22499345,-1.0,-0.13353597,-0.73696357,-0.3258787,-0.7967831,-0.28754362,-0.69527406,-0.2117552,-0.64173186,-0.24449416,-0.59666604,-0.3830242,-0.6537223,-0.33618742,-0.5651816,-0.26531127,-0.50799805,-0.33278546,-0.43340513,-0.41004878,-0.49379128,-0.37059465,-0.42662093,-0.3109061,-0.37119508,-0.40149593,-0.28087962,-0.44597524,-0.36449233,-0.39935955,-0.2983746,-0.3474696,-0.2444425
0.0,0.0,-0.028076611,-0.36782372,-0.1092659,-0.6391739,-0.18414754,-0.810415,-0.24151368,-0.9094817,-0.41016373,-0.6112968,-0.7234094,-0.635231,-0.83365846,-0.56169873,-0.8678127,-0.48540443,-0.4594756,-0.39353508,-0.7581334,-0.43244246,-0.9066068,-0.3926083,-0.9929365,-0.32880425,-0.4888831,-0.172375,-0.76253784,-0.23462653,-0.90780455,-0.2312481,-1.0,-0.20347564,-0.50163436,0.032749973,-0.7365006,-0.07027206,-0.8590915,-0.10712181,-0.9477371,-0.11837398
0.0,0.0,-0.14212799,-0.33110747,-0.28396773,-0.5966395,-0.3997735,-0.81134695,-0.4714312,-1.0,-0.5981888,-0.42284706,-0.73300767,-0.27026093,-0.6469899,-0.23166333,-0.54672045,-0.26348335,-0.60960746,-0.19496827,-0.6842149,-0.09644245,-0.59002274,-0.076982886,-0.4906853,-0.09992759,-0.5749805,0.024139402,-0.6325497,0.06079273,-0.552982,0.066182226,-0.4602577,0.047539044,-0.5241351,0.21900848,-0.57772523,0.2107158,-0.49503472,0.20170048,-0.41405612,0.19146603
0.0,0.0,0.06438974,-0.31749588,0.18296732,-0.57403564,0.25905442,-0.8039136,0.25457993,-1.0,0.35958728,-0.44891876,0.60569286,-0.51118505,0.5177782,-0.49011725,0.42863393,-0.46660542,0.3782228,-0.2560811,0.5983151,-0.34216723,0.51801056,-0.34981808,0.43700036,-0.3188964,0.373838,-0.080485426,0.5622311,-0.17427684,0.4931096,-0.1845315,0.417956,-0.15474674,0.3630754,0.0727537,0.49768874,-0.02818436,0.43635637,-0.042220872,0.37515652,-0.012322161
0.0,0.0,0.07502146,-0.30405855,0.16295485,-0.56935716,0.19074881,-0.81248313,0.15637298,-1.0,0.40633443,-0.48354387,0.5928329,-0.47666773,0.52703595,-0.42258212,0.45331392,-0.417349,0.44517165,-0.30437315,0.60056657,-0.32393694,0.53495157,-0.2873684,0.4615374,-0.2726064,0.45711422,-0.12367342,0.5853572,-0.16710925,0.531728,-0.14264955,0.4565428,-0.12586181,0.45711142,0.03742586,0.5732896,-0.029481607,0.519491,-0.021075448,0.45278952,-0.00013804703
0.0,0.0,0.052662466,-0.2617558,0.17372905,-0.5360786,0.23544148,-0.7767654,0.24976178,-1.0,0.33970475,-0.39932323,0.65188205,-0.44973347,0.55647737,-0.41223708,0.43967348,-0.39151582,0.3542166,-0.19516459,0.6617402,-0.26782963,0.5658788,-0.25723532,0.45273337,-0.24896243,0.3484945,-0.0075321896,0.62289333,-0.08968961,0.53543115,-0.08520839,0.43736732,-0.073100254,0.33465073,0.1612297,0.53924495,0.07620699,0.46743307,0.067868784,0.38215286,0.08392949
0.0,0.0,0.09935591,-0.28706166,0.21714337,-0.5582457,0.25832254,-0.802839,0.2324446,-1.0,0.44393754,-0.4455554,0.65836835,-0.3427128,0.5868417,-0.29062748,0.49591312,-0.31353837,0.4547591,-0.27952418,0.6375706,-0.18272111,0.56427914,-0.13823417,0.4773186,-0.16139455,0.4492453,-0.0979371,0.5998896,-0.04108843,0.53561413,-0.0055585713,0.4522491,-0.021506423,0.43366542,0.072567336,0.5752989,0.09197463,0.5146088,0.10939077,0.43929216,0.101379134
0.0,0.0,0.033348538,-0.2643642,0.15669653,-0.57122046,0.17558576,-0.805422,0.14052416,-1.0,0.19014186,-0.46856457,0.59403306,-0.5221319,0.5211516,-0.4991964,0.39160126,-0.4836684,0.2024847,-0.2239707,0.6043628,-0.31563124,0.5211822,-0.32029864,0.3824921,-0.3068086,0.21677622,-0.012027688,0.5695622,-0.12345388,0.4840704,-0.12282637,0.3603446,-0.09982628,0.23271108,0.16847493,0.50365424,0.04608747,0.4429687,0.033241875,0.33301407,0.06802938
0.0,0.0,-0.1974518,-0.29038194,-0.44160578,-0.5295159,-0.5836933,-0.77725357,-0.6488675,-1.0,-0.6842395,-0.35553533,-0.9189011,-0.072994694,-0.8226113,-0.014491653,-0.72896314,-0.07153985,-0.64663655,-0.13929245,-0.829187,0.14651115,-0.7197975,0.15510651,-0.6330346,0.0586626,-0.58435804,0.08444614,-0.7153532,0.29635257,-0.6186326,0.28574392,-0.5394774,0.2019277,-0.5095243,0.2936503,-0.60581154,0.40928325,-0.50839657,0.38745067,-0.4317965,0.32568532
0.0,0.0,-0.10662997,-0.3811781,-0.31915215,-0.657388,-0.54628426,-0.81855434,-0.6770226,-1.0,-0.5967394,-0.34655118,-0.7675117,-0.4486533,-0.6364288,-0.48627973,-0.5044168,-0.4547265,-0.5977105,-0.08726895,-0.7671652,-0.20694715,-0.65176135,-0.24995928,-0.5369431,-0.21680471,-0.561764,0.12587841,-0.70384735,0.004213977,-0.60676616,-0.038428955,-0.5052766,-0.017332025,-0.50207525,0.3054517,-0.6241604,0.18472503,-0.53397375,0.13542275,-0.44530037,0.14637029
0.0,0.0,-0.12427436,0.14621712,-0.15125987,0.37273875,-0.13012765,0.56338936,-0.099928394,0.7043707,0.016088448,0.420566,0.084283456,0.72263855,0.088255234,0.8793082,0.08076521,0.9880389,0.119189985,0.40521684,0.16902132,0.7352523,0.14985754,0.89491785,0.11712268,1.0,0.18667299,0.39343417,0.22797988,0.69918823,0.20456493,0.8507884,0.16881205,0.9508662,0.22332074,0.38815454,0.25317267,0.634097,0.2401666,0.7633796,0.21421863,0.85427153
0.0,0.0,0.10784411,-0.29973012,0.22537415,-0.5546977,0.27157402,-0.7999651,0.24040756,-1.0,0.42333215,-0.36895272,0.63699985,-0.37048286,0.5601577,-0.3722297,0.48437974,-0.36831975,0.42941868,-0.16417429,0.62812096,-0.20917682,0.5548531,-0.23717676,0.47747472,-0.22153336,0.4188791,0.011062278,0.58879125,-0.059827734,0.5298778,-0.0826186,0.4544423,-0.06206334,0.40762717,0.15462469,0.5496386,0.073258184,0.49617374,0.049490582,0.43046078,0.07315518
0.0,0.0,0.10027887,-0.31993902,0.22630483,-0.57305515,0.27664444,-0.80470186,0.25585186,-1.0,0.5445089,-0.37050843,0.6814404,-0.37698042,0.6055968,-0.36510834,0.5227491,-0.35612267,0.5662192,-0.17261782,0.67266846,-0.19193427,0.60340047,-0.20152104,0.52347845,-0.19481085,0.54745376,0.008598944,0.629376,-0.025513098,0.5695841,-0.038220957,0.49032724,-0.03773335,0.51180255,0.16047253,0.57954776,0.11711631,0.5286021,0.0959181,0.4644628,0.094996825
0.0,0.0,-0.18540674,-0.26629525,-0.42121214,-0.49990478,-0.5546365,-0.74376416,-0.57686186,-1.0,-0.6384313,-0.35675746,-0.85265374,-0.055202443,-0.74848986,-0.022428596,-0.65606755,-0.10207398,-0.5924828,-0.15079983,-0.76690394,0.14949231,-0.6593321,0.14254814,-0.57129437,0.03779385,-0.52359456,0.058926348,-0.6603951,0.2832678,-0.56367487,0.26531947,-0.4794006,0.16795477,-0.44769067,0.25350645,-0.56114274,0.38995242,-0.46524057,0.3608372,-0.3829327,0.28629923
0.0,0.0,-0.21655396,-0.4038855,-0.50680804,-0.6389599,-0.78083,-0.76920676,-0.9760135,-0.88717544,-0.86970526,-0.31565517,-1.0,-0.536199,-0.8791209,-0.6510081,-0.76882726,-0.68117076,-0.84279555,-0.033319123,-0.91074216,-0.23890296,-0.7906841,-0.32345432,-0.67628616,-0.32438424,-0.75045884,0.21072836,-0.7991161,0.019325573,-0.6942551,-0.045467313,-0.57586724,-0.042813364,-0.64800644,0.41622466,-0.7061134,0.25068513,-0.6141879,0.17814821,-0.51651704,0.17059514
0.0,0.0,0.12830475,-0.3325516,0.32261747,-0.59994143,0.48707008,-0.8064617,0.58822924,-1.0,0.5910595,-0.4301057,0.7134202,-0.37731767,0.64381945,-0.3525805,0.54327464,-0.34661266,0.640472,-0.23045397,0.77270645,-0.17434256,0.70680285,-0.16211575,0.60391504,-0.15457346,0.6480505,-0.035729796,0.788312,-0.00069406035,0.7199606,-0.008297937,0.6234894,-0.013827194,0.6273081,0.14955461,0.783748,0.14856078,0.7290225,0.1286345,0.6434457,0.12669167
0.0,0.0,-0.07612849,-0.28395247,-0.19577822,-0.55088365,-0.27758703,-0.7862381,-0.2751306,-1.0,-0.4293281,-0.57951015,-0.63178533,-0.39636818,-0.57125455,-0.2982416,-0.4918228,-0.2911699,-0.47319454,-0.42173597,-0.62685114,-0.21508954,-0.5540669,-0.15081988,-0.4751285,-0.17256342,-0.493944,-0.22747336,-0.59808105,-0.071866415,-0.5307276,-0.031434946,-0.4581935,-0.052418526,-0.5013664,-0.025854042,-0.55646485,0.0645157,-0.4788227,0.086568035,-0.41558665,0.0693372
0.0,0.0,0.13336143,-0.28390864,0.3153925,-0.510246,0.41073263,-0.76220965,0.4095124,-1.0,0.5150546,-0.2823435,0.8008228,-0.15597402,0.87459624,-0.098716274,0.8651038,-0.063840404,0.50025976,-0.059143685,0.7620212,0.028095165,0.7391353,0.0017209204,0.6577652,-0.033772156,0.46321014,0.13610718,0.6969401,0.18001145,0.6695955,0.14844671,0.5883947,0.10910187,0.4203056,0.30015638,0.5969251,0.30275658,0.5787831,0.26950854,0.5174442,0.23956308
0.0,0.0,-0.082671516,-0.42073694,-0.27824163,-0.7398679,-0.5541156,-0.82515436,-0.7551193,-0.75088745,-0.40967923,-0.9594088,-0.8174171,-0.8581549,-0.7741069,-0.71471006,-0.657347,-0.6717722,-0.4945502,-0.73361075,-0.8800017,-0.62493753,-0.85260534,-0.5035509,-0.76449907,-0.48160952,-0.5692821,-0.4743843,-0.9311014,-0.4224073,-0.9410111,-0.3348163,-0.88725597,-0.33070984,-0.6329252,-0.20616865,-0.9287892,-0.21815096,-0.9848945,-0.19154793,-1.0,-0.20663285
0.0,0.0,-0.049356926,-0.29040685,-0.13523172,-0.5591398,-0.18621233,-0.7984021,-0.1594862,-1.0,-0.36106545,-0.5733186,-0.56570417,-0.4360013,-0.51117736,-0.33924752,-0.43323287,-0.33549568,-0.39796716,-0.41870794,-0.55376893,-0.24048959,-0.479558,-0.18272758,-0.40422073,-0.20668264,-0.41548282,-0.24016573,-0.5197009,-0.10097333,-0.448724,-0.05902745,-0.37702748,-0.079850405,-0.42549384,-0.06359627,-0.49400857,0.01939876,-0.4111101,0.053849168,-0.33842328,0.046003856
